emb,chunk
"[-7.70584866e-02 -2.11220905e-02 -4.63946760e-02 -5.82421646e-02
  7.02916412e-03  4.24141772e-02 -5.72507344e-02  2.91138031e-02
 -8.88720676e-02 -4.76042666e-02  1.90931913e-02  6.55588582e-02
  1.45185739e-02  1.39524145e-02 -5.36723360e-02 -5.40639646e-03
  3.53568085e-02 -8.47934466e-03  3.74780111e-02 -3.47526371e-02
  1.43619431e-02  3.08219390e-03  1.14529274e-01 -5.03691360e-02
 -1.28979431e-02  9.90756880e-03  6.65091574e-02 -1.18387692e-01
 -8.30643252e-02 -6.06741523e-04 -2.94767022e-02 -1.68947391e-02
  3.49559681e-03 -1.07838437e-01  4.22061197e-02 -3.24635170e-02
  6.02702722e-02  5.19126281e-02  7.25659057e-02  3.99011448e-02
 -7.99962506e-02 -5.45730516e-02 -4.97354269e-02  8.90398398e-02
 -3.19941677e-02  1.89626627e-02  7.60433171e-03  2.83103390e-03
 -1.26750274e-02  3.82870771e-02  2.83812582e-02  5.70868962e-02
 -9.73321963e-03 -6.00950532e-02 -1.06471982e-02 -6.30137995e-02
 -1.25309946e-02 -1.71301328e-02 -8.17063600e-02 -9.22605842e-02
 -3.46504599e-02  2.95714829e-02 -3.95087451e-02  3.49586681e-02
  3.61771546e-02  5.39975651e-02 -8.32101051e-03  7.79764056e-02
 -1.16395717e-02 -7.77730793e-02 -8.61424431e-02  1.06592933e-02
  9.95567515e-02  2.10963152e-02  6.43894495e-03 -2.81554852e-02
 -5.05050085e-02 -3.66088971e-02 -3.21992263e-02 -1.18883140e-03
 -1.14407770e-01 -4.30893488e-02  2.04622801e-02  4.22542356e-02
 -6.01843484e-02  7.95061365e-02  7.53942356e-02  3.39982845e-02
  3.87064368e-02  1.38379354e-02  4.30185981e-02 -7.40731061e-02
  1.03961237e-01  2.44016517e-02 -2.90129334e-02 -7.49291328e-04
 -4.80647534e-02  2.78993137e-02 -3.38024125e-02  2.17968207e-02
  1.37965679e-02 -2.73268279e-02  6.29183948e-02 -8.19025934e-02
  3.30544822e-02 -3.14395688e-02 -5.47920540e-02 -1.54089797e-02
  5.64936996e-02  4.17688023e-03 -5.48182577e-02 -4.18048874e-02
  3.21194120e-02 -7.64674917e-02  1.19382791e-01  1.09979801e-03
 -2.16662344e-02 -1.66300945e-02  9.01365951e-02 -1.79791562e-02
  9.43906754e-02  9.48042721e-02  4.41429354e-02 -2.91936472e-03
 -4.77578677e-03 -7.40938410e-02  3.13811712e-02  3.45561287e-33
 -3.22976010e-03  6.02271631e-02 -4.71406896e-03  6.35571405e-02
  4.67955135e-02 -5.22551462e-02  5.18640950e-02  4.20254841e-02
 -1.17391929e-01  1.02472929e-02  6.73841462e-02  8.39483067e-02
 -4.03027516e-03 -7.60774268e-03 -9.24172923e-02  1.93796828e-02
 -5.96496928e-03 -1.53647270e-02  8.49056616e-02 -1.86280943e-02
  6.09156340e-02 -6.08201511e-02  2.91000139e-02  5.32138124e-02
 -7.94605836e-02  1.90389995e-02 -3.78634818e-02 -3.67633179e-02
  2.17474662e-02  4.62308861e-02 -8.03030208e-02 -1.63720101e-02
 -1.08589204e-02 -1.29112080e-01 -1.87975001e-02 -2.57051438e-02
 -1.21937292e-02 -7.95857608e-02  6.13046885e-02  2.65940372e-02
 -5.28015988e-03 -5.88111877e-02  6.65985122e-02 -3.26471925e-02
  1.19417617e-02  3.53410491e-03  2.39990018e-02  5.37148006e-02
  5.25142252e-02  3.43000237e-03 -1.74392425e-02 -4.88104671e-02
  4.00553979e-02 -7.30679929e-02  3.94359827e-02 -4.40216213e-02
  6.20596623e-03  1.47863766e-02  3.24408747e-02 -7.21924230e-02
  1.19944088e-01  4.88652959e-02 -6.48635952e-03  5.18329702e-02
 -1.42355505e-02  2.70765601e-03 -9.18557495e-02  4.21918258e-02
 -7.51617178e-02  2.61208564e-02 -7.43639395e-02 -1.15307588e-02
 -2.44051870e-03 -9.36678052e-03 -6.57217903e-03 -4.35501374e-02
  7.55321467e-04  5.41937165e-03  2.26599723e-03 -8.32364021e-05
 -4.77211177e-02  9.56950337e-03 -3.41887176e-02 -6.33738041e-02
 -1.51443556e-02  2.74377409e-02  1.93285812e-02 -2.18446534e-02
 -7.03645591e-03  8.25919583e-02  5.62237799e-02 -4.89173643e-02
 -8.70272964e-02  6.78720232e-03  4.61306199e-02 -5.78765517e-33
 -3.38800140e-02 -8.63674358e-02 -5.53331897e-02 -6.29970729e-02
  1.47939511e-02 -2.73429696e-03 -6.66056499e-02  8.03136975e-02
  7.61773661e-02 -3.75814252e-02 -1.32247508e-01  8.71008541e-03
  2.36249045e-02  2.54477169e-02  1.32983085e-02 -7.16375634e-02
 -1.52561739e-02 -5.69977723e-02 -2.53926776e-02 -1.27907917e-02
 -8.14502239e-02  6.94273412e-02 -2.50058603e-02 -3.73734459e-02
  7.11560994e-02  1.18985884e-02  7.18169212e-02  5.58341257e-02
  4.06073034e-03  5.21838963e-02 -4.71169762e-02  2.11904012e-03
 -7.02168122e-02  2.85648461e-02 -9.25313160e-02  7.06477184e-03
  7.60137066e-02 -2.42393799e-02 -3.29125337e-02 -8.30606446e-02
  1.44103458e-02  4.01610509e-03 -1.87756401e-02 -5.79964593e-02
  2.11609080e-02  1.85291525e-02 -3.07368115e-02  3.34693529e-02
  5.09029776e-02 -2.55506188e-02  3.31992991e-02  6.47619553e-03
  6.94555491e-02 -8.61535072e-02 -1.85111966e-02  7.65710548e-02
 -2.93663684e-02 -4.38010618e-02  1.35604441e-01 -1.97195224e-02
 -7.32502416e-02  6.22120569e-04 -4.16817777e-02  7.25092292e-02
 -6.31791502e-02 -8.89148563e-02 -2.50299275e-02  6.84004277e-02
 -3.20540741e-02 -3.37348245e-02 -2.12805215e-02 -3.22444253e-02
  6.12361953e-02 -3.92459333e-03  6.36821836e-02  5.08002751e-02
  4.19995636e-02  1.10560156e-01 -1.95704456e-02  3.03429067e-02
  3.00580505e-02  5.58543429e-02  1.26204584e-02  3.11125219e-02
  3.96710373e-02 -3.39492783e-02 -5.24721146e-02 -4.75014672e-02
 -8.98765773e-02 -7.66061768e-02 -2.68347617e-02  7.98480287e-02
  5.47721498e-02  8.07692558e-02  4.55733053e-02 -5.16084135e-08
  2.37245690e-02  1.33929476e-02 -5.02133509e-03 -3.57365119e-03
 -8.15071445e-03  2.75714900e-02  2.71128491e-02 -3.47800963e-02
 -1.15620838e-02  3.28208208e-02  3.69144566e-02  6.34513237e-03
  9.47544631e-03  4.52057533e-02 -5.16237877e-02  2.68473737e-02
  5.67312539e-02 -3.53235714e-02 -7.15235888e-04  1.16785904e-02
  1.09249137e-01 -2.58618649e-02  1.18226536e-01 -6.34503141e-02
 -4.87274937e-02  1.01321802e-01  6.49145199e-03 -7.88087323e-02
 -4.42924872e-02  1.90484151e-02 -4.51854914e-02  3.15980520e-03
 -5.45520568e-03 -2.71981210e-03  1.13782575e-02 -4.78558950e-02
 -7.47724846e-02  9.00803730e-02 -2.75138821e-02  4.90342528e-02
  2.39887200e-02 -7.81689063e-02 -4.05517891e-02  3.68490480e-02
  4.05140929e-02 -6.87148003e-03 -6.84721321e-02 -2.65215952e-02
  6.51848465e-02 -4.70949366e-04  1.45127978e-02 -9.57255810e-03
  1.70562088e-01 -2.45199148e-02  1.80360973e-02  3.92542407e-03
  4.23067473e-02  3.07170060e-02 -9.19450819e-03  1.25491368e-02
  3.93081605e-02 -1.65842101e-02  2.23771855e-03 -5.10376040e-03]","The Project Gutenberg EBook of The Adventures of Sherlock Holmes
by Sir Arthur Conan Doyle
(#15 in our series by Sir Arthur Conan Doyle)

Copyright laws are changing all over the world. Be sure to check the
copyright laws for your country before downloading or redistributing
this or any other Project Gutenberg eBook.

This header should be the first thing seen when viewing this Project
Gutenberg file.  Please do not remove it.  Do not change or edit the
header without written permission.

Please read the ""legal small print,"" and other information about the
eBook and Project Gutenberg at the bottom of this file.  Included is
important information about your specific rights and restrictions in
how the file may be used.  You can also find out about how to make a
donation to Project Gutenberg, and how to get involved.


**Welcome To The World of Free Plain Vanilla Electronic Texts**

**eBooks Readable By Both Humans and By Computers, Since 1971**

*****These eBooks Were Prepared By Thousands of Volunteers!*****


Title: The Adventures of Sherlock Holmes

Author: Sir Arthur Conan Doyle

Release Date: March, 1999  [EBook #1661]
[Most recently updated: November 29, 2002]

Edition: 12

Language: English

Character set encoding: ASCII

*** START OF THE PROJECT GUTENBERG EBOOK, THE ADVENTURES OF SHERLOCK HOLMES ***




(Additional editing by Jose Menendez)



THE ADVENTURES OF
SHERLOCK HOLMES

BY

SIR ARTHUR CONAN DOYLE

CONTENTS

I.	A Scandal in Bohemia
II.	The Red-Headed League
III.	A Case of Identity
IV.	The Boscombe Valley Mystery
V.	The Five Orange Pips
VI.	The Man with the Twisted Lip
VII.	The Adventure of the Blue Carbuncle
VIII.	The Adventure of the Speckled Band
IX.	The Adventure of the Engineer's Thumb
X.	The Adventure of the Noble Bachelor
XI.	The Adventure of the Beryl Coronet
XII.	The Adventure of the Copper Beeches


ADVENTURE  I.  A SCANDAL IN BOHEMIA

I.


To Sherlock Holmes she is always the woman. I have seldom heard him mention her under any other name. In his eyes she eclipses and predominates the whole of her sex. It was not that he felt any emotion akin to love for Irene Adler. All emotions, and that one particularly, were abhorrent to his cold, precise but admirably balanced mind. He was, I take it, the most perfect reasoning and observing machine that the world has seen, but as a lover he would have placed himself in a false position. He never spoke of the softer passions, save with a gibe and a sneer. They were admirable things for the observer--excellent for drawing the veil from men's motives and actions. But for the trained reasoner to admit such intrusions into his own delicate and finely adjusted temperament was to introduce a distracting factor which might throw a doubt upon all his mental results. Grit in a sensitive instrument, or a crack in one of his own high-power lenses, would not be more disturbing than a strong emotion in a nature such as his. And yet there was but one woman to him, and that woman was the late Irene Adler, of dubious and questionable memory.

I had seen little of Holmes lately. My marriage had drifted us away from each other. My own complete happiness, and the home-centred interests which rise up around the man who first finds himself master of his own"
"[-1.13324141e-02 -1.09371981e-02 -4.19583693e-02  1.30795240e-02
 -6.36136718e-03  6.18560687e-02  8.07060972e-02  6.37230501e-02
 -9.04253647e-02 -6.25546053e-02  1.13131711e-02  3.81952152e-02
  5.02750054e-02 -4.09498215e-02 -5.26317507e-02 -1.23048611e-02
  5.20340959e-03  4.76064673e-03 -5.43657504e-02  4.39835452e-02
 -9.13211405e-02 -5.48297167e-02  7.15448335e-02 -7.42013007e-02
 -5.31961545e-02  6.07990064e-02  3.51176374e-02 -9.30499807e-02
 -1.71914455e-02  8.35346803e-03 -4.70428169e-02  4.64301333e-02
 -3.77524383e-02 -4.77243140e-02  9.12134498e-02  1.38703396e-03
  8.71258974e-02  4.01788205e-02  6.29788786e-02  5.65071451e-03
 -1.93139762e-02 -2.78701168e-02 -7.25734159e-02  4.87989970e-02
 -5.82836829e-02 -4.49124873e-02  3.37706394e-02 -3.96602154e-02
 -3.26014720e-02 -3.59355584e-02  2.15944406e-02  3.68000679e-02
  2.22596526e-02  7.44264247e-03 -2.18232889e-02 -3.07143442e-02
 -2.67124549e-02  7.44203255e-02 -9.55334753e-02  2.49562971e-03
 -2.54098792e-02  3.75097841e-02  3.28829251e-02  4.02983427e-02
 -1.36975208e-02  1.25907769e-03 -2.92241778e-02 -6.90659061e-02
  9.12139043e-02  5.16924728e-03 -7.48642115e-03 -2.70868447e-02
  3.47785205e-02  2.76292930e-03 -8.24269205e-02 -1.94114465e-02
 -1.70144904e-02 -3.84001434e-02 -1.81806348e-02 -6.71051741e-02
 -1.98189598e-02 -3.95430587e-02  1.42161371e-02  2.71376744e-02
 -3.31051163e-02 -8.76258388e-02 -2.64380109e-02 -4.61107604e-02
  1.38216056e-02  1.99625894e-04  5.03660180e-02 -8.97874013e-02
 -6.21467344e-02 -1.06123891e-02  3.87675799e-02 -5.68441860e-02
 -4.02038135e-02  1.11491375e-01 -4.13986333e-02  6.89606369e-02
  1.15759755e-02  9.20019895e-02 -5.92650706e-03  9.17966361e-04
 -2.09724251e-02 -1.12490868e-02 -1.14676446e-01  1.11331102e-02
 -2.22545527e-02 -1.36254700e-02 -5.66837452e-02 -3.17650065e-02
  7.64404535e-02 -5.15840687e-02  1.17292017e-01  8.57776403e-02
 -5.32950759e-02  1.49236582e-02  1.51414713e-02  1.16716502e-02
  6.32652044e-02  1.11228183e-01 -1.02164879e-01  1.03146784e-01
 -3.65008712e-02  5.76064698e-02  3.13492715e-02  3.62222560e-33
 -4.52310927e-02  4.30423282e-02 -6.65312782e-02  9.87863988e-02
  3.42966095e-02 -1.12973796e-02 -7.86667168e-02  2.10471880e-02
  8.75729788e-03  4.93121184e-02  8.85870308e-02  4.77059335e-02
  8.77527799e-03 -1.08098462e-01 -1.34191498e-01  1.03009492e-01
 -3.61002274e-02 -1.46054374e-02  6.46331981e-02 -1.55967874e-02
  1.40804695e-02  1.74084492e-02 -3.06333546e-02  2.60860939e-02
 -6.87189549e-02  9.94025618e-02 -4.97360341e-02 -4.34599295e-02
 -3.68457995e-02  2.95773633e-02 -3.17472517e-02  6.45951852e-02
 -1.34997005e-02  2.95942929e-03 -1.76383201e-02  6.84910454e-03
  2.31845025e-02 -8.99574533e-02 -2.35218704e-02 -2.37324685e-02
  7.57297734e-03  2.74690110e-02  2.49429643e-02 -4.92060147e-02
 -1.53575530e-02 -2.41206102e-02 -6.85260817e-02  3.70189734e-02
  1.68759767e-02 -2.79216990e-02  3.47320177e-02 -3.99394855e-02
  1.23652117e-02  3.34790326e-03 -3.98304053e-02  6.37706220e-02
 -1.02550182e-02  2.19940469e-02  9.53511596e-02  6.97065443e-02
  1.35593012e-01  7.74514154e-02 -2.12928373e-02  1.73650347e-02
 -2.16827169e-02 -4.60425802e-02 -8.46221074e-02  2.94143707e-03
 -9.56005156e-02  3.19198929e-02 -8.48650262e-02  6.77375942e-02
 -1.21949809e-02 -8.58387947e-02  2.66955998e-02 -2.64150798e-02
 -3.10537522e-03 -4.79711778e-03 -5.62350526e-02  6.45966083e-03
  1.19388765e-02 -3.92790809e-02  5.25430590e-03  9.68409143e-03
 -8.31814669e-03 -3.21596041e-02  6.73666820e-02 -6.07709549e-02
 -6.13961704e-02  1.25126928e-01 -3.63488384e-02  2.25475822e-02
 -1.27358977e-02 -4.37258817e-02 -5.87333366e-02 -7.51325222e-33
 -3.98939196e-03 -8.56600329e-02 -4.63321768e-02 -7.31825922e-03
 -1.37619944e-02 -4.97854911e-02 -1.07611649e-01 -7.82530522e-04
  2.31735688e-02  7.97432475e-03 -1.11642433e-02 -6.11945521e-04
  3.35061252e-02  3.17427032e-02 -9.52337757e-02 -2.60793529e-02
  2.74779554e-02  1.10022528e-02 -1.33456774e-02 -1.28619222e-03
 -3.92268710e-02  7.37368986e-02 -8.14040974e-02 -4.34408784e-02
  5.58112795e-03  5.49175963e-02  7.80637935e-02  8.05757754e-03
 -5.73418327e-02  4.97362055e-02 -1.91917364e-02  4.80022505e-02
 -1.23043619e-02 -3.41233611e-02 -5.10399640e-02  9.25465301e-02
  8.54905844e-02 -3.34599055e-02 -5.83428890e-02 -3.70671190e-02
 -5.07747270e-02 -2.52615241e-03  2.01037750e-02  2.47242469e-02
  1.87126044e-02  4.06630971e-02 -8.06142762e-02  6.08490072e-02
  4.83118668e-02  3.47424075e-02  2.76731589e-04  7.80260935e-02
 -4.43450809e-02  3.57753821e-02 -5.56921139e-02  6.54263049e-02
 -8.98582488e-02 -9.01612788e-02 -7.01990398e-03 -3.50348139e-03
 -6.39990345e-02  5.28275147e-02 -9.39319953e-02  4.74250466e-02
  3.91998924e-02 -1.70100518e-02 -6.23560846e-02  3.92084755e-02
 -2.90476307e-02 -5.54590188e-02 -3.22679654e-02 -5.86478300e-02
  2.97396630e-03  3.05538103e-02  6.58006743e-02  2.95700151e-02
 -2.92211100e-02 -2.88662966e-03 -4.04130481e-02  1.59583949e-02
 -8.23384896e-02 -4.70873788e-02 -1.15680285e-02  2.91467905e-02
 -6.58909045e-03  3.06370351e-02 -3.40529829e-02  2.15641130e-02
 -3.79809621e-03 -1.26305133e-01  6.44561052e-02 -3.33615728e-02
  1.80944875e-02 -4.54223901e-02 -2.41121296e-02 -7.29084135e-08
 -2.21846104e-02  1.56039884e-03 -1.86750591e-02  1.15174633e-02
  1.03957422e-01 -4.10863534e-02 -8.22992902e-03  1.37749808e-02
 -8.61446857e-02  8.93886238e-02 -4.67619905e-03  9.78699252e-02
  1.93726853e-03 -1.30741280e-02  6.77326173e-02 -5.43132350e-02
  4.20822650e-02 -7.14154989e-02 -3.66663523e-02  1.98713355e-02
  3.79570238e-02 -2.88193487e-02  5.16641177e-02 -7.18809143e-02
  3.72009911e-02  2.43154373e-02  4.73877713e-02 -7.05827922e-02
 -2.45878883e-02  5.21199107e-02 -2.85649709e-02  4.41694781e-02
 -6.61382005e-02 -6.58880640e-03 -6.98732585e-02 -3.08543555e-02
  7.52747001e-04  4.98483032e-02 -5.64730130e-02 -3.47355530e-02
  3.14369495e-03 -6.99378103e-02 -1.53355775e-02  4.65555787e-02
  8.69596675e-02  2.00408185e-03  3.32912840e-02  6.77668862e-03
  1.02325715e-01 -2.43693907e-02 -2.87840404e-02  3.28334831e-02
  1.23832397e-01  1.12721995e-02  3.38033326e-02 -9.96682234e-03
  2.99999155e-02  3.98157611e-02 -7.15184808e-02 -5.65421171e-02
  4.44372408e-02  4.93839681e-02 -3.22126411e-02 -7.07385838e-02]","establishment, were sufficient to absorb all my attention, while Holmes, who loathed every form of society with his whole Bohemian soul, remained in our lodgings in Baker Street, buried among his old books, and alternating from week to week between cocaine and ambition, the drowsiness of the drug, and the fierce energy of his own keen nature. He was still, as ever, deeply attracted by the study of crime, and occupied his immense faculties and extraordinary powers of observation in following out those clues, and clearing up those mysteries which had been abandoned as hopeless by the official police. From time to time I heard some vague account of his doings: of his summons to Odessa in the case of the Trepoff murder, of his clearing up of the singular tragedy of the Atkinson brothers at Trincomalee, and finally of the mission which he had accomplished so delicately and successfully for the reigning family of Holland. Beyond these signs of his activity, however, which I merely shared with all the readers of the daily press, I knew little of my former friend and companion.

One night--it was on the twentieth of March, 1888--I was returning from a journey to a patient (for I had now returned to civil practice), when my way led me through Baker Street. As I passed the well-remembered door, which must always be associated in my mind with my wooing, and with the dark incidents of the Study in Scarlet, I was seized with a keen desire to see Holmes again, and to know how he was employing his extraordinary powers. His rooms were brilliantly lit, and, even as I looked up, I saw his tall, spare figure pass twice in a dark silhouette against the blind. He was pacing the room swiftly, eagerly, with his head sunk upon his chest and his hands clasped behind him. To me, who knew his every mood and habit, his attitude and manner told their own story. He was at work again. He had risen out of his drug-created dreams and was hot upon the scent of some new problem. I rang the bell and was shown up to the chamber which had formerly been in part my own.

His manner was not effusive. It seldom was; but he was glad, I think, to see me. With hardly a word spoken, but with a kindly eye, he waved me to an armchair, threw across his case of cigars, and indicated a spirit case and a gasogene in the corner. Then he stood before the fire and looked me over in his singular introspective fashion.

""Wedlock suits you,"" he remarked. ""I think, Watson, that you have put on seven and a half pounds since I saw you.""

""Seven!"" I answered.

""Indeed, I should have thought a little more. Just a trifle more, I fancy, Watson. And in practice again, I observe. You did not tell me that you intended to go into harness.""

""Then, how do you know?""

""I see it, I deduce it. How do I"
